4.31736e-18	8.73776e-17	-3.34028e-17	3.29954e-17	7.18549e-17	-1.44093e-18	9.14041e-17	8.9769e-17	-3.5373e-17	-1.1049e-17	
-0.000936588	0.000431636	-0.00643448	0.00167358	0.00176774	0.000599653	-0.000239551	-0.00643506	0.00159399	0.00201401	
-0.00263319	0.00125117	-0.0194285	0.0052503	0.00456077	0.00175194	-0.000670696	-0.0194253	0.00500669	0.00518728	
-0.00411621	0.00198801	-0.031534	0.00875191	0.00699019	0.0027768	-0.0010406	-0.0315227	0.00834772	0.00795069	
-0.00411621	0.00198801	-0.031534	0.00875191	0.00699019	0.0027768	-0.0010406	-0.0315227	0.00834772	0.00795069	
-0.00536231	0.00262067	-0.0422041	0.0119625	0.009059	0.0036457	-0.00134592	-0.0421826	0.0114103	0.0103076	
-0.0094451	0.00479319	-0.0809077	0.0245778	0.0161917	0.00652667	-0.00230124	-0.080823	0.0234363	0.0184657	
-0.0162484	0.00916488	-0.175433	0.0629417	0.0317398	0.0113551	-0.0035003	-0.174995	0.0599661	0.0364883	
-0.00713242	0.0138708	-0.152372	0.831423	-3.96252	0.0164666	0.00709789	-0.11441	0.796099	-4.09055	
0.0208831	0.0125606	-1.26623	1.70841	-2.18237	0.0302157	0.00965355	-1.25139	1.68526	-2.22637	
0.0296349	0.0138184	-1.65291	2.22857	-0.989818	0.0303652	0.0130728	-1.6504	2.21251	-0.980854	
0.0288683	0.014354	-1.70226	2.37593	-0.938667	0.0289046	0.0137989	-1.70029	2.36025	-0.925617	
0.0270506	0.0147601	-1.74766	2.52755	-0.986299	0.0269923	0.0142389	-1.74533	2.51188	-0.973018	
0.0244113	0.015049	-1.79261	2.70166	-1.05967	0.0243592	0.0145407	-1.78974	2.68614	-1.04702	
0.0219693	0.0151416	-1.82335	2.84348	-1.121	0.0219317	0.0146452	-1.82006	2.82825	-1.10907	
0.0199122	0.0151199	-1.84417	2.95491	-1.16944	0.0198876	0.0146345	-1.84058	2.94002	-1.15816	
0.0167373	0.0149314	-1.87014	3.11862	-1.24082	0.0167338	0.0144644	-1.86615	3.10441	-1.23061	
0.0130296	0.0144821	-1.89419	3.30434	-1.32192	0.0130524	0.0140383	-1.88987	3.29113	-1.31305	
0.0109654	0.0141221	-1.90572	3.40789	-1.36711	0.0110039	0.0136916	-1.90125	3.39533	-1.35902	
0.00600058	0.00855768	-1.17264	2.13291	-0.912472	0.00615282	0.00827511	-1.16818	2.12251	-0.906537	
-0.00179398	0.00212533	-0.282965	0.655675	-1.02061	0.0105669	-0.000252572	-0.273724	0.637546	-1.01091	
-0.0141402	0.00260145	-0.050244	0.305388	-1.07607	0.0171193	-0.00350411	-0.0416646	0.286035	-1.04799	
-0.0180067	0.00174476	0.00238027	0.217941	-1.00453	0.0201356	-0.00215375	0.00499986	0.200287	-0.96024	
-0.0245068	0.00161115	0.0220803	0.155516	-0.850523	0.0273598	-0.00190691	0.0177653	0.135627	-0.784631	
-0.0332492	0.00205514	0.0178943	0.117617	-0.685639	0.0334625	-0.0020937	0.0130545	0.0897274	-0.572071	
-0.0466213	0.00292751	0.00925988	0.0704423	-0.430562	0.0406882	-0.0024824	0.0126724	0.0285086	-0.231133	
-0.0555315	0.00355547	0.00833167	0.0322735	-0.209594	0.0476719	-0.00291523	0.0128382	-0.0145508	0.0210728	
-0.0641413	0.00411862	0.00818991	-0.00447545	0.00759707	0.0548686	-0.0033577	0.0129937	-0.0569628	0.272063	
-0.0726078	0.00466107	0.00822686	-0.0408398	0.223639	0.0620994	-0.00380164	0.0132361	-0.099354	0.522952	
-0.0809376	0.00519046	0.00837616	-0.0772151	0.439567	0.0693493	-0.00424738	0.0136587	-0.142014	0.774423	
-0.125689	0.0088525	0.00432384	-0.111305	0.652841	-0.0193494	0.00220464	0.0148858	-0.0221763	0.0470082	
-0.130259	0.00912696	0.0045164	-0.135015	0.793982	-0.0296737	0.00284642	0.0143706	0.000278526	-0.08928	
-0.0396865	0.00262269	0.00484407	-0.0353874	0.189439	-0.00178803	0.000255822	0.00926919	0.010485	-0.141279	
-0.0107676	0.000749101	0.00351697	0.0110737	-0.0913672	-0.00204505	0.000206856	0.00881825	0.0154665	-0.168458	
-0.00599158	0.000487898	0.00300883	0.0220043	-0.157575	-0.00402738	0.000368608	0.00903029	0.0167499	-0.176324	
-0.00520464	0.000448701	0.00292729	0.0241687	-0.170871	-0.00450962	0.000408908	0.00912835	0.0170629	-0.178626	
-0.00471472	0.000420992	0.00295195	0.0255218	-0.179568	-0.0046794	0.000422633	0.0092595	0.0173675	-0.181451	
-0.00453259	0.000406656	0.00301759	0.0258823	-0.182156	-0.00458171	0.00041369	0.00933612	0.0175219	-0.183144	
-0.00435568	0.00039118	0.0030934	0.0261354	-0.184097	-0.00442469	0.000399568	0.00940519	0.0176613	-0.184737	
